city,state_id,state_name,lat,lng
Prairie Ridge,WA,Washington,47.1443,-122.1408
Edison,WA,Washington,48.5602,-122.4311
Packwood,WA,Washington,46.6085,-121.6702
Wautauga Beach,WA,Washington,47.5862,-122.5482
Harper,WA,Washington,47.5207,-122.5196
Telma,WA,Washington,47.8432,-120.8157
Kahlotus,WA,Washington,46.6436,-118.5566
Mondovi,WA,Washington,47.6813,-118.0164
Washtucna,WA,Washington,46.7539,-118.3104
Pleasant Hill,WA,Washington,47.6154,-121.9096
Toledo,WA,Washington,46.4412,-122.8494
Wabash,WA,Washington,47.2429,-122.0576
Renton,WA,Washington,47.4757,-122.1904
Chehalis,WA,Washington,46.6649,-122.9660
Marcellus,WA,Washington,47.2335,-118.4053
Central Valley,WA,Washington,47.6632,-122.6499
Ralston,WA,Washington,46.9838,-118.3427
Lake City,WA,Washington,47.1487,-122.5512
Megler,WA,Washington,46.2509,-123.8576
Alder,WA,Washington,46.7872,-122.2666
Goose Prairie,WA,Washington,46.8951,-121.2670
Belvedere,WA,Washington,48.0499,-118.9850
Waverly,WA,Washington,47.3380,-117.2313
Turner Corner,WA,Washington,47.8045,-122.1435
Lofall,WA,Washington,47.8113,-122.6564
Kennydale,WA,Washington,47.5207,-122.2068
Easton,WA,Washington,47.2405,-121.1733
Navy Yard City,WA,Washington,47.5508,-122.6654
Mercer Island,WA,Washington,47.5624,-122.2265
Lynnwood,WA,Washington,47.8285,-122.3034
Coulee City,WA,Washington,47.6123,-119.2890
Centralia,WA,Washington,46.7226,-122.9695
Bryn Mawr,WA,Washington,47.5034,-122.2329
Silverdale,WA,Washington,47.6663,-122.6828
Lyle,WA,Washington,45.6956,-121.2805
Malott,WA,Washington,48.2919,-119.6954
Mountlake Terrace,WA,Washington,47.7921,-122.3077
Ilwaco,WA,Washington,46.3099,-124.0417
Fairwood,WA,Washington,47.4467,-122.1430
Warm Beach,WA,Washington,48.1649,-122.3442
Thomas,WA,Washington,47.3537,-122.2290
Parker,WA,Washington,46.5022,-120.4668
Steptoe,WA,Washington,47.0075,-117.3502
Vail,WA,Washington,46.8451,-122.6562
Magnolia Beach,WA,Washington,47.3820,-122.4832
Lakeview,WA,Washington,47.1593,-122.4982
Shaw Island,WA,Washington,48.5843,-122.9291
Oakesdale,WA,Washington,47.1304,-117.2465
Rosburg,WA,Washington,46.3076,-123.6344
Seattle,WA,Washington,47.6217,-122.3238
Onalaska,WA,Washington,46.5782,-122.7112
George,WA,Washington,47.0847,-119.8601
Index,WA,Washington,47.8214,-121.5560
Winchester,WA,Washington,47.2490,-119.7198
Chelatchie,WA,Washington,45.9279,-122.3795
Allentown,WA,Washington,47.4943,-122.2762
Novelty,WA,Washington,47.7090,-121.9846
Rosalia,WA,Washington,47.2365,-117.3762
Richmond Beach,WA,Washington,47.7695,-122.3901
Lakota,WA,Washington,47.3329,-122.3723
Liberty Lake,WA,Washington,47.6687,-117.1031
Airway Heights,WA,Washington,47.6464,-117.5802
Reardan,WA,Washington,47.6700,-117.8778
Farmer,WA,Washington,47.6126,-119.8120
Brier,WA,Washington,47.7924,-122.2736
Robe,WA,Washington,48.0973,-121.8135
Elk Plain,WA,Washington,47.0448,-122.3671
Port Townsend,WA,Washington,48.1219,-122.7873
Ocean City,WA,Washington,47.0762,-124.1619
Boulevard Park,WA,Washington,47.5135,-122.3158
Newhalem,WA,Washington,48.6737,-121.2473
Ford,WA,Washington,47.9082,-117.8058
Waterville,WA,Washington,47.6480,-120.0707
Quinault,WA,Washington,47.4670,-123.8455
Humptulips,WA,Washington,47.2491,-123.9348
Hamilton,WA,Washington,48.5281,-121.9837
Oak Harbor,WA,Washington,48.2965,-122.6331
Naches,WA,Washington,46.7270,-120.6941
Hooper,WA,Washington,46.7749,-118.1486
Anacortes,WA,Washington,48.4878,-122.6291
Kettle Falls,WA,Washington,48.6055,-118.0612
Walnut Grove,WA,Washington,45.6769,-122.6072
Salkum,WA,Washington,46.5321,-122.6259
Cunningham,WA,Washington,46.8221,-118.8064
Irby,WA,Washington,47.3593,-118.8511
Electric City,WA,Washington,47.9222,-119.0476
Burbank,WA,Washington,46.1991,-118.9728
Silver Lake,WA,Washington,46.2973,-122.8107
Dash Point,WA,Washington,47.3130,-122.4153
Pataha,WA,Washington,46.4732,-117.5366
Woods Creek,WA,Washington,47.8821,-121.8982
McKenna,WA,Washington,46.9366,-122.5501
Revere,WA,Washington,47.0813,-117.9302
Kalama,WA,Washington,46.0115,-122.8369
Grandview,WA,Washington,46.2432,-119.9082
Winthrop,WA,Washington,48.4719,-120.1790
Maltby,WA,Washington,47.8026,-122.1044
Spangle,WA,Washington,47.4297,-117.3813
Blanchard,WA,Washington,48.5934,-122.4166
Artondale,WA,Washington,47.3023,-122.6398
May Creek,WA,Washington,47.8555,-121.6742
Home,WA,Washington,47.2790,-122.7744
Vashon,WA,Washington,47.4122,-122.4726
Snoqualmie Falls,WA,Washington,47.5398,-121.8098
Laurier,WA,Washington,48.9974,-118.2247
Quincy,WA,Washington,47.2342,-119.8512
Lake McMurray,WA,Washington,48.3129,-122.2317
Martha Lake,WA,Washington,47.8479,-122.2327
Ariel,WA,Washington,45.9568,-122.5709
Thornton,WA,Washington,47.1207,-117.3896
Starbuck,WA,Washington,46.5184,-118.1251
Ronald,WA,Washington,47.2338,-121.0335
Kelso,WA,Washington,46.1249,-122.8907
Meadowdale,WA,Washington,47.8584,-122.3161
Cottage Lake,WA,Washington,47.7465,-122.0755
Cheney,WA,Washington,47.4900,-117.5789
Woodway,WA,Washington,47.7906,-122.3849
Lacey,WA,Washington,47.0444,-122.7933
Harrah,WA,Washington,46.4070,-120.5422
Allyn,WA,Washington,47.3863,-122.8386
South Bend,WA,Washington,46.6683,-123.8016
Barstow,WA,Washington,48.7783,-118.1329
Tiger,WA,Washington,48.6916,-117.4077
Warden,WA,Washington,46.9682,-119.0512
Junction City,WA,Washington,46.9712,-123.7651
Blyn,WA,Washington,48.0131,-122.9897
Lakebay,WA,Washington,47.2570,-122.7585
Tahuya,WA,Washington,47.3712,-123.0557
Waukon,WA,Washington,47.5396,-117.8433
Kitsap Lake,WA,Washington,47.5829,-122.7085
Sultan,WA,Washington,47.8703,-121.8036
Plain,WA,Washington,47.7626,-120.6573
Tanner,WA,Washington,47.4813,-121.6925
Stehekin,WA,Washington,48.3093,-120.6565
Edmonds,WA,Washington,47.8114,-122.3534
North Hill,WA,Washington,47.4193,-122.3235
Zillah,WA,Washington,46.4085,-120.2730
Monse,WA,Washington,48.1413,-119.6778
Lake Forest Park,WA,Washington,47.7592,-122.2877
Marlin,WA,Washington,47.4074,-118.9850
Chinook,WA,Washington,46.2755,-123.9425
Albion,WA,Washington,46.7920,-117.2506
Skykomish,WA,Washington,47.7103,-121.3585
Yakima,WA,Washington,46.5926,-120.5492
Pacific,WA,Washington,47.2610,-122.2507
Wishram,WA,Washington,45.6599,-120.9698
Cascade Valley,WA,Washington,47.1406,-119.3289
Cathcart,WA,Washington,47.8525,-122.1058
Brush Prairie,WA,Washington,45.7251,-122.5483
Amboy,WA,Washington,45.9122,-122.4795
Centerville,WA,Washington,45.7540,-120.9080
Verlot,WA,Washington,48.1003,-121.7679
Alstown,WA,Washington,47.5610,-119.9951
Synarep,WA,Washington,48.5210,-119.3309
Annapolis,WA,Washington,47.5476,-122.6207
Port Gamble,WA,Washington,47.8543,-122.5838
Eatonville,WA,Washington,46.8682,-122.2697
Similk Beach,WA,Washington,48.4479,-122.5779
Cougar,WA,Washington,46.0515,-122.2995
Eglon,WA,Washington,47.8626,-122.5146
Paterson,WA,Washington,45.9371,-119.6028
Tenino,WA,Washington,46.8538,-122.8603
Minnehaha,WA,Washington,45.6576,-122.6204
Raymond,WA,Washington,46.6841,-123.7375
Alger,WA,Washington,48.6176,-122.3369
Roy,WA,Washington,46.9971,-122.5424
Almira,WA,Washington,47.7105,-118.9369
Fragaria,WA,Washington,47.4640,-122.5312
Green Bluff,WA,Washington,47.8190,-117.2770
Woodmont Beach,WA,Washington,47.3615,-122.3121
Frances,WA,Washington,46.5423,-123.5049
Lynden,WA,Washington,48.9502,-122.4542
Clayton,WA,Washington,48.0012,-117.5611
Everson,WA,Washington,48.9124,-122.3509
White Swan,WA,Washington,46.3769,-120.7381
Camano,WA,Washington,48.1866,-122.4707
Cedar Grove,WA,Washington,47.4357,-122.0621
Winton,WA,Washington,47.7354,-120.7412
East Olympia,WA,Washington,46.9676,-122.8357
Sunset Beach,WA,Washington,47.2182,-122.5726
Belfair,WA,Washington,47.4512,-122.8473
Oso,WA,Washington,48.2837,-121.9238
Federal Way,WA,Washington,47.3091,-122.3358
Scandia,WA,Washington,47.7165,-122.6579
Quilcene,WA,Washington,47.8369,-122.9058
Covada,WA,Washington,48.2204,-118.2089
Hartline,WA,Washington,47.6894,-119.1081
Juanita,WA,Washington,47.7032,-122.2071
Molson,WA,Washington,48.9810,-119.2006
Daisy,WA,Washington,48.3613,-118.1600
Sumas,WA,Washington,48.9955,-122.2695
Mill Creek,WA,Washington,47.8631,-122.2037
Lakewood,WA,Washington,47.1627,-122.5299
Venersborg,WA,Washington,45.7860,-122.4721
West Lake Sammamish,WA,Washington,47.5776,-122.1012
Port Angeles,WA,Washington,48.1141,-123.4565
Longview,WA,Washington,46.1471,-122.9642
Fairmont,WA,Washington,47.9020,-122.2543
Wapato,WA,Washington,46.4435,-120.4213
East Port Orchard,WA,Washington,47.5192,-122.6183
North Omak,WA,Washington,48.4440,-119.4459
East Farms,WA,Washington,47.7074,-117.0524
Eschbach,WA,Washington,46.6670,-120.6337
Chattaroy,WA,Washington,47.8896,-117.3577
Inchelium,WA,Washington,48.3379,-118.2372
Maxwelton,WA,Washington,47.9373,-122.4443
White Center,WA,Washington,47.5086,-122.3480
Medical Lake,WA,Washington,47.5713,-117.6896
Lyman,WA,Washington,48.5230,-122.0634
Arlington,WA,Washington,48.1698,-122.1440
Ruston,WA,Washington,47.2982,-122.5104
McCleary,WA,Washington,47.0584,-123.2725
Sammamish,WA,Washington,47.6045,-122.0446
Covington,WA,Washington,47.3665,-122.1050
McMillin,WA,Washington,47.1286,-122.2374
La Grande,WA,Washington,46.8199,-122.2962
Cromwell,WA,Washington,47.2743,-122.6224
Berrydale,WA,Washington,47.3398,-122.1279
Wenatchee,WA,Washington,47.4251,-120.3290
Urban,WA,Washington,48.6179,-122.6921
Maplewood,WA,Washington,47.3715,-122.5689
Marys Corner,WA,Washington,46.5471,-122.8226
Mattawa,WA,Washington,46.7365,-119.9023
Cove,WA,Washington,47.4520,-122.5079
Chico,WA,Washington,47.6234,-122.7198
Maple Falls,WA,Washington,48.9135,-122.1049
Colvos,WA,Washington,47.4762,-122.4907
Ames Lake,WA,Washington,47.6346,-121.9664
Ellisforde,WA,Washington,48.7899,-119.4012
Selah,WA,Washington,46.6480,-120.5388
Pine Lake,WA,Washington,47.5787,-122.0462
Tampico,WA,Washington,46.5325,-120.8727
Colton,WA,Washington,46.5677,-117.1284
Usk,WA,Washington,48.3138,-117.2797
Cle Elum,WA,Washington,47.1937,-120.9575
Omak,WA,Washington,48.4214,-119.5178
Eureka,WA,Washington,46.3032,-118.6167
Harrington,WA,Washington,47.4799,-118.2555
Sedro-Woolley,WA,Washington,48.5095,-122.2344
Cherry Grove,WA,Washington,45.8021,-122.5764
La Push,WA,Washington,47.9087,-124.6366
Lake Ketchum,WA,Washington,48.2820,-122.3480
Arletta,WA,Washington,47.2901,-122.6676
Opportunity,WA,Washington,47.6574,-117.2399
Glenoma,WA,Washington,46.5146,-122.1601
Curlew,WA,Washington,48.8777,-118.6045
Midland,WA,Washington,47.1734,-122.4120
Adna,WA,Washington,46.6290,-123.0612
Roslyn,WA,Washington,47.2511,-121.0992
Deer Park,WA,Washington,47.9642,-117.4398
Tracyton,WA,Washington,47.6095,-122.6533
Hunts Point,WA,Washington,47.6418,-122.2289
Koontzville,WA,Washington,48.0157,-118.9472
Fruitland,WA,Washington,48.0710,-118.1989
Chewelah,WA,Washington,48.2929,-117.7337
Mohler,WA,Washington,47.4049,-118.3291
East Renton Highlands,WA,Washington,47.4718,-122.0854
Sunnyside,WA,Washington,46.3159,-120.0058
Long Lake,WA,Washington,47.8360,-117.8488
Wauna,WA,Washington,47.3862,-122.6692
Liberty,WA,Washington,47.2537,-120.6654
Normandy Park,WA,Washington,47.4344,-122.3436
Mirrormont,WA,Washington,47.4616,-121.9936
Parkwood,WA,Washington,47.5266,-122.5986
Jamestown,WA,Washington,48.1229,-123.0911
Forks,WA,Washington,47.9526,-124.3906
Wallula,WA,Washington,46.0847,-118.9056
Nighthawk,WA,Washington,48.9665,-119.6420
SeaTac,WA,Washington,47.4444,-122.2985
Royal City,WA,Washington,46.9000,-119.6143
Beaux Arts Village,WA,Washington,47.5853,-122.2009
Steilacoom,WA,Washington,47.1702,-122.5938
Northport,WA,Washington,48.9158,-117.7799
Eldon,WA,Washington,47.5454,-123.0460
Ridgefield,WA,Washington,45.8112,-122.7053
Ryderwood,WA,Washington,46.3750,-123.0441
Manchester,WA,Washington,47.5519,-122.5517
Vashon Heights,WA,Washington,47.5057,-122.4654
Salmon Creek,WA,Washington,45.7099,-122.6632
Vantage,WA,Washington,46.9453,-119.9922
Creston,WA,Washington,47.7596,-118.5199
Soap Lake,WA,Washington,47.3884,-119.4905
Silver Firs,WA,Washington,47.8635,-122.1497
Plaza,WA,Washington,47.3202,-117.3838
Machias,WA,Washington,47.9917,-122.0515
Malo,WA,Washington,48.7996,-118.6120
Clyde Hill,WA,Washington,47.6303,-122.2180
Keyport,WA,Washington,47.6993,-122.6232
North Yelm,WA,Washington,46.9647,-122.6029
Grand Coulee,WA,Washington,47.9388,-119.0030
Outlook,WA,Washington,46.3312,-120.0913
Clinton,WA,Washington,47.9731,-122.3577
Evans,WA,Washington,48.7135,-118.0253
Browns Point,WA,Washington,47.3036,-122.4369
Kennewick,WA,Washington,46.1979,-119.1732
North Marysville,WA,Washington,48.1110,-122.1459
Beaver Valley,WA,Washington,47.9259,-122.7302
Ahtanum,WA,Washington,46.5581,-120.6058
Carbonado,WA,Washington,47.0805,-122.0537
Hyak,WA,Washington,47.3929,-121.3929
Arlington Heights,WA,Washington,48.2119,-122.0631
North Sultan,WA,Washington,47.8828,-121.8251
Pullman,WA,Washington,46.7327,-117.1634
Wymer,WA,Washington,46.8260,-120.4598
Adelaide,WA,Washington,47.3309,-122.3604
Peaceful Valley,WA,Washington,48.9477,-122.1406
West Richland,WA,Washington,46.3115,-119.3996
Fife Heights,WA,Washington,47.2586,-122.3454
Manson,WA,Washington,47.8858,-120.1563
Sprague,WA,Washington,47.3003,-117.9757
Cosmopolis,WA,Washington,46.9541,-123.7727
Redondo,WA,Washington,47.3484,-122.3235
Waller,WA,Washington,47.2035,-122.3700
Addy,WA,Washington,48.3588,-117.8372
Matlock,WA,Washington,47.2379,-123.4079
Longbranch,WA,Washington,47.2257,-122.7739
North Bonneville,WA,Washington,45.6426,-121.9695
Pomeroy,WA,Washington,46.4739,-117.5971
Colville,WA,Washington,48.5450,-117.8975
Palmer,WA,Washington,47.3143,-121.8923
Skyway,WA,Washington,47.4915,-122.2543
Medina,WA,Washington,47.6257,-122.2338
Algona,WA,Washington,47.2819,-122.2504
Nine Mile Falls,WA,Washington,47.7757,-117.5461
Black Diamond,WA,Washington,47.3130,-122.0181
Gold Bar,WA,Washington,47.8562,-121.6919
Mesa,WA,Washington,46.5736,-119.0013
Cavalero Corner,WA,Washington,47.9782,-122.1349
Lilliwaup,WA,Washington,47.4634,-123.1143
La Conner,WA,Washington,48.3925,-122.4945
Sheridan Beach,WA,Washington,47.7448,-122.2882
Emden,WA,Washington,47.1046,-118.1227
Markham,WA,Washington,46.9155,-123.9814
Eltopia,WA,Washington,46.4587,-119.0172
Stevenson,WA,Washington,45.6944,-121.8933
Greenwater,WA,Washington,47.1467,-121.6327
Copalis Beach,WA,Washington,47.1205,-124.1722
Roosevelt,WA,Washington,47.8923,-122.0123
La Crosse,WA,Washington,46.8027,-117.9014
Summit,WA,Washington,47.1694,-122.3629
Ohop,WA,Washington,46.9457,-122.1907
Malden,WA,Washington,47.2296,-117.4732
Beverly,WA,Washington,46.8368,-119.9331
Prosser,WA,Washington,46.2065,-119.7659
Lake Roesiger,WA,Washington,47.9839,-121.9129
Fern Prairie,WA,Washington,45.6370,-122.3963
Maple Valley,WA,Washington,47.3664,-122.0370
Gifford,WA,Washington,48.3063,-118.1464
Auburn,WA,Washington,47.3039,-122.2108
Burton,WA,Washington,47.3890,-122.4607
Kewa,WA,Washington,48.2010,-118.2786
Carrolls,WA,Washington,46.0715,-122.8623
Bayne,WA,Washington,47.2951,-121.9096
East Cathlamet,WA,Washington,46.1968,-123.3580
Purdy,WA,Washington,47.3938,-122.6114
Kapowsin,WA,Washington,46.9727,-122.2272
Ketron,WA,Washington,47.1569,-122.6343
Connell,WA,Washington,46.6627,-118.8403
Lincoln,WA,Washington,47.8290,-118.4150
Douglas,WA,Washington,47.6212,-120.0048
Kittitas,WA,Washington,46.9844,-120.4198
Bucoda,WA,Washington,46.7969,-122.8679
Ardenvoir,WA,Washington,47.7373,-120.3690
Ellisport,WA,Washington,47.4204,-122.4354
Bainbridge Island,WA,Washington,47.6439,-122.5434
Danville,WA,Washington,48.9938,-118.5068
Hazelwood,WA,Washington,47.5509,-122.1915
Holly,WA,Washington,47.5576,-122.9785
Valley,WA,Washington,48.1730,-117.7244
Republic,WA,Washington,48.6485,-118.7330
Odessa,WA,Washington,47.3326,-118.6893
Edgewood,WA,Washington,47.2309,-122.2832
Burlington,WA,Washington,48.4676,-122.3298
Rice,WA,Washington,48.4288,-118.1703
Marengo,WA,Washington,47.0257,-118.1886
Cusick,WA,Washington,48.3327,-117.2963
Virginia,WA,Washington,47.7073,-122.6374
Concrete,WA,Washington,48.5371,-121.7511
Langley,WA,Washington,48.0336,-122.4080
Othello,WA,Washington,46.8226,-119.1654
North City,WA,Washington,47.7557,-122.3135
Hazel Dell,WA,Washington,45.6797,-122.6553
Colfax,WA,Washington,46.9032,-117.3386
Metaline,WA,Washington,48.8539,-117.3898
Randle,WA,Washington,46.5351,-121.9570
Millwood,WA,Washington,47.6858,-117.2805
Snoqualmie Pass,WA,Washington,47.4015,-121.4110
Bangor,WA,Washington,47.7209,-122.7460
Thorp,WA,Washington,47.0655,-120.6709
Tahlequah,WA,Washington,47.3326,-122.5073
Prescott,WA,Washington,46.2989,-118.3126
Buckley,WA,Washington,47.1614,-122.0200
Dalkena,WA,Washington,48.2449,-117.2377
Leland,WA,Washington,47.8918,-122.8866
Fruitvale,WA,Washington,46.6179,-120.5531
Port Hadlock,WA,Washington,48.0318,-122.7582
University Place,WA,Washington,47.2146,-122.5461
Morton,WA,Washington,46.5576,-122.2815
Elberton,WA,Washington,46.9813,-117.2213
Kingston,WA,Washington,47.8014,-122.4989
Silverton,WA,Washington,48.0784,-121.5671
Vader,WA,Washington,46.4046,-122.9569
Donald,WA,Washington,46.4737,-120.3923
Miles,WA,Washington,47.9107,-118.2925
Asotin,WA,Washington,46.3372,-117.0430
Joyce,WA,Washington,48.1365,-123.7341
Eagledale,WA,Washington,47.6143,-122.5154
Port Ludlow,WA,Washington,47.9101,-122.7006
Loomis,WA,Washington,48.8235,-119.6398
New London,WA,Washington,47.0573,-123.9271
Desert Aire,WA,Washington,46.6873,-119.9311
Poulsbo,WA,Washington,47.7417,-122.6408
Cedonia,WA,Washington,48.1538,-118.1692
Union,WA,Washington,47.3475,-123.0952
Suquamish,WA,Washington,47.7236,-122.5831
Colbert,WA,Washington,47.8266,-117.3419
Cordell,WA,Washington,48.8665,-119.4120
Hoquiam,WA,Washington,46.9857,-123.9006
Hay,WA,Washington,46.6788,-117.9158
Nespelem,WA,Washington,48.1669,-118.9724
Ephrata,WA,Washington,47.3119,-119.5342
Kent,WA,Washington,47.3887,-122.2128
Mukilteo,WA,Washington,47.9096,-122.3035
Boise,WA,Washington,47.1804,-122.0157
Kirkland,WA,Washington,47.6996,-122.1982
Waitsburg,WA,Washington,46.2696,-118.1499
Freeman,WA,Washington,47.5182,-117.1958
Dallesport,WA,Washington,45.6316,-121.1749
Redmond,WA,Washington,47.6776,-122.1176
Wilkeson,WA,Washington,47.1034,-122.0496
Sisco Heights,WA,Washington,48.1187,-122.1076
Lewisville,WA,Washington,45.8124,-122.5146
Kennard Corner,WA,Washington,47.8201,-122.2076
Benge,WA,Washington,46.9093,-118.1025
Granger,WA,Washington,46.3459,-120.1928
Yarrow Point,WA,Washington,47.6452,-122.2178
Lost Creek,WA,Washington,48.6094,-117.3636
Moxee City,WA,Washington,46.5537,-120.3831
Hockinson,WA,Washington,45.7302,-122.4833
Oakville,WA,Washington,46.8402,-123.2348
Tukwila,WA,Washington,47.4749,-122.2727
Mabana,WA,Washington,48.0945,-122.4151
Kangley,WA,Washington,47.3618,-121.8801
Clallam Bay,WA,Washington,48.2536,-124.2579
Newport,WA,Washington,48.1791,-117.0546
Enetai,WA,Washington,47.5884,-122.6056
Clearview,WA,Washington,47.8292,-122.1452
Sahalee,WA,Washington,47.6348,-122.0554
Yelm,WA,Washington,46.9398,-122.6261
Midway,WA,Washington,47.3048,-122.5896
Olympia,WA,Washington,47.0417,-122.8958
Endicott,WA,Washington,46.9280,-117.6865
Lind,WA,Washington,46.9706,-118.6140
Fife,WA,Washington,47.2327,-122.3519
Newport Hills,WA,Washington,47.5409,-122.1765
Upper Mill,WA,Washington,47.1934,-121.9271
Upper Preston,WA,Washington,47.5051,-121.9076
Pateros,WA,Washington,48.0555,-119.9000
Nordland,WA,Washington,48.0509,-122.6910
Tyler,WA,Washington,47.4360,-117.7835
Camden,WA,Washington,48.0474,-117.2399
Palisades,WA,Washington,47.4190,-119.9145
Rockport,WA,Washington,48.4854,-121.6065
Port Orchard,WA,Washington,47.5160,-122.6616
Preston,WA,Washington,47.5237,-121.9271
Tieton,WA,Washington,46.7027,-120.7560
Rochester,WA,Washington,46.8287,-123.0721
Bingen,WA,Washington,45.7151,-121.4695
Harbour Pointe,WA,Washington,47.8857,-122.3051
Wellpinit,WA,Washington,47.8879,-117.9880
Glacier,WA,Washington,48.8902,-121.9323
Farmington,WA,Washington,47.0887,-117.0464
Eastsound,WA,Washington,48.6968,-122.9055
Central Park,WA,Washington,46.9705,-123.7018
Bremerton,WA,Washington,47.5436,-122.7121
Friday Harbor,WA,Washington,48.5324,-123.0656
Carnation,WA,Washington,47.6443,-121.9041
Lake Shore,WA,Washington,45.6911,-122.6912
Houghton,WA,Washington,47.6609,-122.2060
Lester,WA,Washington,47.2093,-121.4940
Lake Stevens,WA,Washington,48.0028,-122.0964
Mineral,WA,Washington,46.7193,-122.1859
Lake Stickney,WA,Washington,47.8709,-122.2596
Acme,WA,Washington,48.7146,-122.2293
Oyehut,WA,Washington,47.0233,-124.1632
Mossyrock,WA,Washington,46.5305,-122.4887
Bridgeport,WA,Washington,48.0062,-119.6732
Fobes Hill,WA,Washington,47.9392,-122.1341
Rosario,WA,Washington,48.6487,-122.8760
Brewster,WA,Washington,48.1034,-119.7758
Fox Island,WA,Washington,47.2475,-122.6255
Sunnyslope,WA,Washington,47.4880,-120.3439
Canyon Park,WA,Washington,47.7909,-122.1926
Rock Island,WA,Washington,47.3738,-120.1369
High Rock,WA,Washington,47.8129,-121.9826
Rockford,WA,Washington,47.4512,-117.1309
Erlands Point,WA,Washington,47.5998,-122.6929
Montesano,WA,Washington,47.0108,-123.5868
Gorst,WA,Washington,47.5238,-122.7056
Johnson,WA,Washington,46.6316,-117.1379
Alderton,WA,Washington,47.1718,-122.2192
Dusty,WA,Washington,46.8102,-117.6519
Tekoa,WA,Washington,47.2254,-117.0740
Bay Center,WA,Washington,46.6211,-123.9533
La Center,WA,Washington,45.8585,-122.6752
Mazama,WA,Washington,48.5921,-120.4040
Selleck,WA,Washington,47.3757,-121.8684
Amanda Park,WA,Washington,47.4532,-123.9194
Doris,WA,Washington,46.8676,-120.0098
Sunnydale,WA,Washington,47.4632,-122.3337
Van Zandt,WA,Washington,48.7890,-122.1918
McDonald,WA,Washington,47.0713,-119.2156
Moclips,WA,Washington,47.2348,-124.2025
Ocean Park,WA,Washington,46.4961,-124.0443
West Valley,WA,Washington,46.5921,-120.6051
Thompson Place,WA,Washington,47.0554,-122.7835
Dungeness,WA,Washington,48.1468,-123.1232
Birch Bay,WA,Washington,48.9230,-122.7543
Stratford,WA,Washington,47.4268,-119.2816
Ione,WA,Washington,48.7401,-117.4224
Tacoma,WA,Washington,47.2431,-122.4531
Barberton,WA,Washington,45.7136,-122.6114
Yacolt,WA,Washington,45.8653,-122.4065
Coulee Dam,WA,Washington,47.9688,-118.9759
Almota,WA,Washington,46.7029,-117.4694
Skamokawa,WA,Washington,46.2704,-123.4571
Woodinville,WA,Washington,47.7568,-122.1479
Swinomish Village,WA,Washington,48.4082,-122.5113
Methow,WA,Washington,48.1289,-120.0056
Bay View,WA,Washington,48.4870,-122.4628
Newaukum,WA,Washington,47.2573,-122.1018
Kalaloch,WA,Washington,47.6045,-124.3724
Meadow Glade,WA,Washington,45.7523,-122.5614
Disautel,WA,Washington,48.3450,-119.2299
Copalis Crossing,WA,Washington,47.1079,-124.0693
Burley,WA,Washington,47.4167,-122.6376
Riverside,WA,Washington,48.5046,-119.5109
Ocean Shores,WA,Washington,46.9686,-124.1521
Bethel,WA,Washington,47.4874,-122.6176
Grisdale,WA,Washington,47.3570,-123.6124
South Hill,WA,Washington,47.1203,-122.2848
Island View,WA,Washington,46.2393,-119.2233
Winona,WA,Washington,46.9457,-117.8005
Leadpoint,WA,Washington,48.9094,-117.5875
Brooklyn,WA,Washington,46.7762,-123.5099
Mansfield,WA,Washington,47.8118,-119.6384
Sequim,WA,Washington,48.0747,-123.0948
Esperance,WA,Washington,47.7937,-122.3468
Springdale,WA,Washington,48.0572,-117.7466
Okanogan,WA,Washington,48.3683,-119.5775
Cedar Mountain,WA,Washington,47.4482,-122.0732
Moses Lake,WA,Washington,47.1276,-119.2762
Littlerock,WA,Washington,46.9018,-123.0179
Trentwood,WA,Washington,47.6966,-117.2108
Mabton,WA,Washington,46.2115,-119.9937
Klickitat,WA,Washington,45.8180,-121.1626
Puyallup,WA,Washington,47.1794,-122.2901
Cinebar,WA,Washington,46.6043,-122.5318
San de Fuca,WA,Washington,48.2351,-122.7232
Cathlamet,WA,Washington,46.2058,-123.3836
Richardson,WA,Washington,48.4515,-122.8988
Sumner,WA,Washington,47.2190,-122.2337
Davenport,WA,Washington,47.6562,-118.1519
Cliffdell,WA,Washington,46.9214,-121.0420
Fall City,WA,Washington,47.5717,-121.9134
Dockton,WA,Washington,47.3718,-122.4593
Conway,WA,Washington,48.3356,-122.3444
Marshall,WA,Washington,47.5649,-117.4994
Walla Walla,WA,Washington,46.0678,-118.3364
Canterwood,WA,Washington,47.3765,-122.6022
Lexington,WA,Washington,46.1873,-122.9054
Country Homes,WA,Washington,47.7478,-117.4196
Altoona,WA,Washington,46.2699,-123.6145
South Cle Elum,WA,Washington,47.1859,-120.9522
Waldron,WA,Washington,48.6876,-123.0369
Chesaw,WA,Washington,48.9460,-119.0514
Laurel,WA,Washington,45.9440,-121.3801
Olympic View,WA,Washington,47.6940,-122.7404
Hood,WA,Washington,45.7248,-121.5581
Elbe,WA,Washington,46.7653,-122.1946
Venice,WA,Washington,47.6670,-122.5799
Cumberland,WA,Washington,47.2829,-121.9271
Ostrander,WA,Washington,46.1926,-122.8921
Cohassett Beach,WA,Washington,46.8655,-124.1053
Deming,WA,Washington,48.8381,-122.2313
Sekiu,WA,Washington,48.2637,-124.3012
Terrace Heights,WA,Washington,46.6022,-120.4474
Nemah,WA,Washington,46.5120,-123.8860
Neilton,WA,Washington,47.4031,-123.8782
